episode,reward
234,-5400.5963187022135
235,-7568.856381434035
236,-5311.80434778689
237,-5573.16920301499
238,-5590.975623088066
239,-8562.78250341846
240,-7568.785337946709
241,-6441.574651520142
242,-13375.444314181248
243,-7473.7687339149525
244,-6617.321171969666
245,-8449.931541124555
246,-13389.625354587448
247,-13325.249744142066
248,-7366.115437089356
249,-10244.081822218695
250,-7363.003766497317
251,-11059.979487752938
252,-14275.967821086326
253,-5246.323239635181
254,-9346.427901036772
255,-9338.841410247667
256,-8500.386291897199
257,-5479.343719061797
258,-5356.035344369517
259,-7511.063916232896
260,-18930.896834238632
261,-5348.446391621701
262,-5388.606931674349
263,-6451.266394443294
264,-9330.065207487998
265,-6431.651321601597
266,-13141.596556510194
267,-6360.007183343082
268,-6381.54632334733
269,-6381.3890726342615
270,-6418.3287941710005
271,-8372.676235881
272,-5300.590491153947
273,-9303.333752943394
274,-7323.456576860929
275,-13158.627954551408
276,-7226.858459369422
277,-4856.46133961829
278,-6363.5004486702355
279,-6322.421516733588
280,-6487.566023710265
281,-6381.675302787515
282,-5297.5822586865315
283,-5300.953096770469
284,-5361.6320709467
285,-5309.973973497293
286,-6263.60936368418
287,-5292.952754700538
288,-6294.690126547234
289,-6263.559322935052
290,-8935.233179299144
291,-6114.77639133752
292,-5135.583784763329
293,-6212.154668121369
294,-5264.181492363172
295,-5058.552242815684
296,-6499.288555350305
297,-6498.710504608922
298,-7477.772296856781
299,-5615.658721609904
300,-7551.625239446463
301,-5543.23686791653
302,-7506.435231401474
303,-16173.517678078824
304,-9339.298053942059
305,-6208.849524724876
306,-7463.650192528778
307,-11254.812994613874
308,-6300.941960405357
309,-5329.120291761868
310,-6347.9310974712125
311,-7463.338849373525
312,-6476.97340064464
313,-9229.424510229193
314,-7130.185622544786
315,-4280.519189693967
316,-6794.2449588528925
317,-6190.24484913344
318,-6100.458472964169
319,-5145.961251049091
320,-5227.00436693587
321,-5500.3433732
322,-7596.10133625367
323,-5514.125433549016
324,-7435.2855908257025
325,-5294.97308497337
326,-6392.948443501864
327,-6624.753023175465
328,-6642.380054350616
329,-6614.271070774824
330,-6616.3463156534535
331,-6612.836042886183
332,-6620.6127648060865
333,-6599.054491401318
334,-6607.9830507039605
335,-6571.955017875378
336,-6587.435900146283
337,-5556.595288995331
338,-6475.379030590394
339,-6499.459492456075
340,-6576.449109002838
341,-5511.953301557806
342,-7551.827077212362
343,-7525.042346183686
344,-6622.862189470166
345,-8476.014117569075
346,-6559.115923214068
347,-7563.69484022115
348,-7509.718682228633
349,-6620.812078611259
350,-7563.000013508677
351,-6571.816979385634
352,-9473.569857832994
353,-6577.466532706301
354,-7493.000123084509
355,-6473.230828461566
356,-7435.501129510319
357,-7492.433813611994
358,-5498.283974981369
359,-7420.555490207487
360,-7458.090482083769
361,-7520.89083433585
362,-5504.5424421507605
363,-7501.9611197256445
364,-8412.971946881033
365,-7382.541943050221
366,-7479.511319471369
367,-6542.489827496191
368,-6443.957925267818
369,-7445.710114534207
370,-7466.583331307815
371,-7493.281561783922
372,-6531.42562248546
373,-6482.908196865962
374,-6413.245728789093
375,-7420.066064254406
376,-7381.153698451723
377,-7406.69320408705
378,-6526.062081352714
379,-7406.674404680157
380,-6433.642751542024
381,-6443.283644569931
382,-6539.677880772331
383,-7432.411194644799
384,-6385.553092377396
385,-7390.288185838149
386,-6392.726923194536
387,-6475.2935555889635
388,-6426.853253850643
389,-6379.501740642563
390,-6334.213893289298
391,-6376.155147903104
392,-6419.044453555542
393,-7419.495617936674
394,-7460.096523272797
395,-6468.089258768432
396,-7471.508907364702
397,-7387.225308247216
398,-6370.858285536899
399,-6465.122658691525
400,-6493.493552723345
401,-6492.031048464796
402,-7384.350484866502
403,-7393.978552316235
404,-6535.903629364809
405,-6488.504574090465
406,-7485.607212963131
407,-6546.27907932625
408,-7503.545510280456
409,-6471.782484128834
410,-7485.060369767006
411,-9381.973204411377
412,-7464.391908950668
413,-6535.871084478547
414,-8418.646917331409
415,-6393.369238976989
416,-6436.042951916419
417,-5324.080966622638
418,-6361.155309699612
419,-7389.3900824194225
420,-6356.955952289975
421,-7365.590635449153
422,-6385.495045620863
423,-7360.198270279467
424,-7385.824482513553
425,-9321.068104347802
426,-6378.8696212409095
427,-6418.0414868807
428,-6380.333278223089
429,-7435.83806300841
430,-6441.1134151767865
431,-7363.8541979975325
432,-6352.838876220154
433,-6363.867074741672
434,-6356.555093196092
435,-6435.972779628041
436,-6429.4287332767735
437,-6355.2566032817695
438,-6406.213570023157
439,-6441.389807839875
440,-6373.445494632263
441,-7368.219722873201
442,-6422.623846898185
443,-6501.24582366696
444,-6452.324168299867
445,-6443.190356162303
446,-7424.22553326159
447,-7511.976704182119
448,-6492.202174033229
449,-7481.092694712992
450,-7422.589485684124
451,-6511.945715848423
452,-6528.556485247092
453,-6549.943327745146
454,-8416.880027985466
455,-9423.24402051575
456,-8293.162607264798
457,-10989.605540575874
458,-12638.746838687242
459,-4293.258575020873
460,-5489.010398342026
461,-2236.190101573246
462,-5811.133627472772
463,-3204.1538208138913
464,-1006.2484295700511
465,2140.65885252632
466,-11945.454521429387
467,-2917.6416515167048
468,-4457.5757801353275
469,-3404.991950401136
470,-1416.1547426259624
471,1990.2991641756544
472,3078.635886730594
473,3989.404516271063
474,830.8141999745887
475,1044.2047731194532
476,2183.9491455410057
477,1078.3378666989875
478,-5713.071514260254
479,1907.1592869468743
480,2019.25919033089
481,2229.2371660220665
482,2630.13310529806
483,-4293.750245035012
484,-4061.5115394744957
485,863.9870482391924
486,-14085.199930756946
487,-11587.059031299063
488,-12168.500139189044
489,-15355.532366287724
490,-5993.519564436293
491,-7489.121497682435
492,-11713.725018882042
493,-4527.926301063489
494,-1648.728299820452
495,11.00542330259404
496,-1555.8667846532753
497,-5603.2222270277425
498,-6735.543344844253
499,-3694.4385377849044
500,-3754.6255188383025
501,-9991.889144167446
502,-8644.86219050604
503,148.59081211524588
504,-4421.817891535491
505,-7691.873274572495
506,-25700.161530235844
507,-3179.467360971427
508,-671.7374936003353
509,-2263.570894045176
510,-853.5181810150684
511,-3458.9548589808646
512,-4906.36532616439
513,345.9133205508755
514,-3497.519368585319
515,2148.5556206199726
516,96.85263021115551
517,-4660.304665485027
518,-1653.94826595887
519,-4961.059767367184
520,-2404.9712925799727
521,2884.872152367415
522,2181.5889146945265
523,-2219.6068097889515
524,2011.7623969819554
525,2301.363338321912
526,1757.643196425624
527,4232.397564691159
528,-1962.101677430738
529,-2709.2633509034035
530,-2140.1046706584443
531,3341.0487182189304
532,2397.208522622039
533,2661.795915397443
534,2589.9985355954877
535,2689.846091928317
536,3911.4596701008595
537,2646.982725355518
538,-2003.1686331753128
539,-2209.669308281967
540,1258.228296539394
541,3109.122504938752
542,1192.6269463011333
543,1408.0273429733977
544,1355.3120312221063
545,-1724.2112880421976
546,-1785.407761713494
547,-2960.9610404739587
548,-3478.437462120747
549,-2733.142627226991
550,-3284.014310583883
551,-2652.075709351236
552,-2948.0514630122198
553,-2942.7081587633406
554,-1438.4616974790695
555,-3048.9983180263935
556,-2327.059400899195
557,-798.9608195633227
558,-3005.7958315732976
559,-1675.614888778265
560,-2607.4463976206966
561,-1849.2533468947702
562,-2552.736990475219
563,-3900.4781224409453
564,-1437.6437690267269
565,2256.527737920849
566,-4845.1100064554685
567,-2550.095006110193
568,-2670.18954036332
569,-2462.08557222634
570,-5945.3120189702195
571,-4793.614204458426
572,2577.119496192914
573,-4245.751212108184
574,-4149.474445971274
575,1746.4239894869122
576,2895.958250047138
577,-4123.867032449199
578,-2167.007718146438
579,-2107.191547985075
580,-902.4215072375875
581,-1180.0414172698058
582,-2373.446868831899
583,-4255.651272684546
584,-1166.1127192149152
585,-1430.7227708672103
586,-5246.838632277775
587,-4431.7075909103
588,-2674.0580937138616
589,-4971.880415804952
590,-6314.019295837342
591,-5835.389196458476
592,-5663.51906799501
593,3353.029252373873
594,3620.813628168917
595,-7132.7656314926135
596,3667.036213277504
597,2347.197270450639
598,-5246.448521560461
599,2343.773250231243
600,-4960.369782707836
601,-2230.9906967629117
602,-1260.2380228268419
603,-2015.0524620417968
604,3681.833403968214
605,-1303.8177164556325
606,-4108.258904385568
607,2853.1196016636823
608,-589.7005615076996
609,-782.4485663472103
610,-553.735817052045
611,-2182.99179114217
612,-2676.619201117014
613,-3459.2614549363784
614,2754.3648907076768
615,2435.7331716220183
616,3701.7059845959857
617,3598.5590120460924
618,1779.7910469020433
619,-3265.9146445176825
620,-1161.1609875933977
621,3116.4815287560514
622,-2339.858892881789
623,2654.926136226638
624,2922.907951753141
625,-4333.582494247523
626,3137.4153805926626
627,3234.952407883746
628,3141.5765420768826
629,1816.796956337779
630,2172.688775673242
631,4676.811090395244
632,4459.887519681045
633,3911.5523027533904
634,-2426.4770849659394
635,-297.9553112850569
636,-4937.023145199012
637,3962.7367238459315
638,-6512.180641831979
639,-2304.524156340041
640,-3591.3838895011972
641,4693.913517868358
642,3379.429604816937
643,3126.4741156143414
644,4608.141115577229
645,3382.5231000197546
646,2238.34258908349
647,-224.46290786299593
648,3514.5013499762213
649,-4433.981638158368
650,-6622.395847211965
651,-5580.652037799327
652,5522.085970086045
653,-1964.5703137330474
654,5059.38254494221
655,-3168.763607494221
656,3311.6465621925463
657,3107.8748397169506
658,3391.9456838457045
659,3693.294562451591
660,3337.403189690736
661,165.14449815849105
662,937.2063092274898
663,2395.2285673968263
664,-2640.682152884624
665,-8286.80996545593
666,-10878.390939940165
667,-3019.0777384303165
668,3277.911843746358
669,2601.3565381442204
670,5517.843740633442
671,3923.8179911056927
672,2204.126591420452
673,6305.497447413092
674,5376.291901530193
675,5410.022943884734
676,3760.4440767388337
677,3986.2689122699326
678,-5250.762330344957
679,2966.1361046571833
680,3207.2117510758408
681,3414.765042985641
682,3461.260499930674
683,3498.3275867402217
684,4081.027694661345
685,3904.5409519155396
686,3614.6886899464694
687,279.5439469194165
688,2401.1336289550677
689,3565.819413638353
690,3654.462020276204
691,3248.001185290514
692,-3094.4604618940425
693,3610.5751871339035
694,4255.408361653767
695,5254.236911179641
696,3642.6349532668437
697,4856.842122364861
698,4717.827117940089
699,5229.736426981699
700,5032.096524167054
701,6276.722878428884
702,3616.650905234747
703,-3565.481112174515
704,1032.5169081356896
705,-4872.603663468586
706,4550.280819024285
707,-6082.6000475744895
708,-3305.983476826509
709,1929.5849943039186
710,2063.563601872497
711,-2658.574334086518
712,-2337.7492873907636
713,-8807.534020791716
714,-15448.329238053282
715,2822.45002669968
716,310.9951463205949
717,-4835.645777824784
718,-1525.8175897191666
719,-604.3748499962281
720,1456.4357904592184
721,442.3679690274811
722,2816.2113123332556
723,2435.1741919644264
724,356.5195175470213
725,-2228.834455516971
726,-2676.7988469765655
727,-1896.0010372336978
728,-1525.0003273283735
729,-12825.704141562735
730,-7598.487640827914
731,1360.1329753668767
732,-5964.533177508555
733,-11178.101517948215
734,-5312.055717866672
735,-4402.8559291771235
736,-823.2992614246959
737,1477.5159949720974
738,2005.5661761438341
739,2969.742955848241
740,2257.0859108091067
741,957.6695385058852
742,-9071.121695659218
743,-1865.0050241395982
744,3893.970809293842
745,3203.53728383016
746,3179.214772666935
747,2816.821008408901
748,2828.537237919232
749,2988.3727248012146
750,3325.2329947232565
751,6734.594254105931
752,3243.212963226436
753,3247.7029302078754
754,3078.8860006592176
755,3033.6173068433363
756,4268.958061954839
757,3075.043937391646
758,2686.1726565141707
759,4568.116569727131
760,2729.7445658520764
761,2855.1789107440663
762,1608.401818366707
763,1887.8907871796016
764,2622.8891755451987
765,-12823.841348857444
766,4622.586046241778
767,2957.5788477006117
768,3068.6191193881787
769,2843.548560619443
770,4540.009768406346
771,4865.632813567416
772,3134.985236023615
773,-5685.317742595288
774,3122.2795765334063
775,7473.548888003417
776,4635.888327066848
777,2681.174043444716
778,3458.3132461070236
779,2024.1688275362733
780,180.83484369631827
781,2546.370342162066
782,3835.0963295992083
783,3307.04741399746
784,2229.3144255887155
785,3470.5372517892074
786,4504.79563110068
787,3007.5698529991932
788,144.8999596862675
789,-7945.8325963300795
790,4347.993103332568
791,3828.4405426542453
792,3354.392082507493
793,4209.555469216676
794,-3267.158491905292
795,3984.0991325326395
796,4926.629718710053
797,3044.4626981842607
798,2832.399813091834
799,3090.37494817923
800,5195.431140448931
801,4026.4558529875385
802,3646.5969479741216
803,3500.406292565211
804,3487.0900366323085
805,3360.25417632609
806,5474.128604428508
807,2481.680914016398
808,3080.0343383334416
809,-963.841620848144
810,5136.053023044689
811,5193.849746473724
812,2269.5676490963583
813,861.6052544885248
814,4049.897002264961
815,3700.062739658814
816,4869.157836858989
817,4365.676896754227
818,1324.4095996725523
819,3097.463057461925
820,4580.598120738791
821,2895.5255440742812
822,4798.595943619999
823,3518.6607655151543
824,5350.7564282586345
825,4318.414625518428
826,3770.8195890015645
827,1161.8374150162526
828,3120.146391071866
829,5206.366069350645
830,3476.393112160856
831,-3590.8409940633455
832,4423.036682806322
833,3173.6615782612744
834,3769.0905156329154
835,-4378.13038390403
836,3873.969371073454
837,4122.415522610913
838,-3637.2510683728374
839,-3793.745014078257
840,-7379.353722472721
841,-3417.94155941153
842,2874.3168556793985
843,3957.658274875964
844,-3823.4455402681474
845,5040.414361894777
846,-7974.825314324111
847,-4015.798703897072
848,-6846.035262475788
849,-7261.778251565435
850,-3862.7031647404424
851,-5185.0256975662915
852,-3646.801547277895
853,-4125.563006707072
854,-5041.374804688593
855,-4038.847296902542
856,-4485.252155982396
857,-9673.282525869496
858,4903.030480634316
859,-4044.0300198336554
860,-4731.775720389077
861,-5909.996102741856
862,-4689.996611742196
863,-5021.940738724065
864,-4104.8301166573965
865,-4032.618386310342
866,-5772.645540261718
867,-4630.283657103655
868,-8058.5572960547515
869,-9385.277283748599
870,-8615.878206642317
871,5212.976096661516
872,-8008.314989003314
873,-7863.309051873368
874,-8096.668005026766
875,-6926.551836780089
876,2686.8748528505057
877,-3519.472354345506
878,-4912.146580820447
879,-3910.5045498471472
880,-3935.59865987592
881,-3856.1248719099576
882,-3798.0831777701574
883,-6486.4640278787265
884,-5841.427210836656
885,-3706.793271914723
886,-3608.500583936877
887,-4683.850981408951
888,-3319.664247249179
889,-3937.2174087308044
890,-5319.741779671905
891,-4007.941330376723
892,-6976.086560199142
893,-3738.962390438016
894,-4579.8535983528745
895,-3974.1121736921073
896,-3628.910430221285
897,-4930.11114166672
898,6569.963297076747
899,-7114.016045591466
900,-5388.976739229968
901,-4181.579293632101
902,-3505.942385083638
903,-3874.4831641433925
904,-3806.541273564055
905,-3749.0898756926235
906,-4016.373471028276
907,-5027.426045562993
908,-3455.1185448871242
909,4943.841017362515
910,-3523.078904108008
911,-4738.829439717998
912,4103.506972597156
913,4842.682579667649
914,-3558.4595689899093
915,-3571.812215002512
916,-3574.5395883794617
917,3369.1263343553355
918,-4089.0288205201987
919,2195.269099999624
920,-3849.8086967062495
921,2841.8417093833614
922,-3616.219425256325
923,-3539.0114363811967
924,-3647.341629550548
925,-4805.200181034301
926,-3257.209679693414
927,4923.751276826215
928,-3218.6251249380216
929,-3143.731521297671
930,-3512.616642326992
931,-4276.830363736978
932,4702.928516073446
933,-4546.157481997914
934,-4434.00419719899
935,3360.349554803269
936,4774.273376498529
937,5076.534214740367
938,-4264.956467278663
939,4502.92184384759
940,4422.371253521937
941,3268.003526363101
942,3891.2505425299705
943,3639.226916033123
944,3038.8659100149857
945,3868.226793672927
946,3865.697014461464
947,3610.8228832662758
948,3345.8397290974403
949,3367.808679625057
950,4213.574737673647
951,3549.87006235621
952,3671.6944032833762
953,4237.450388362103
954,3420.7727191312406
955,3232.946183988462
956,3190.7162213161946
957,3259.043938196696
958,3089.2599431154545
959,79.54992435379404
960,3731.075231541311
961,2910.491181528444
962,3043.7787686443676
963,2598.04270959067
964,2930.332977803061
965,2807.40500115129
966,2734.2084224393584
967,3856.7512905229705
968,3594.388323879039
969,949.9497038502595
970,2836.196755824926
971,8118.092226101221
972,3725.021638617549
973,4053.323555515027
974,3151.778916412968
975,3677.985970375053
976,3886.491051158774
977,3493.5177943888652
978,4874.488975537231
979,3537.4113274033043
980,3881.2171379851256
981,5960.733579860939
982,3846.007117574931
983,3601.1449204919695
984,8346.059325945622
985,7103.327329104032
986,4640.328983780483
987,-3344.460398637488
988,5533.997689790494
989,5071.911187647526
990,4754.63900483737
991,5706.473195440257
992,4324.088733307243
993,6918.867090925092
994,5541.58478059121
995,5361.404189981062
996,4288.433132980811
997,-3567.0212572705036
998,5243.719508720548
999,-2363.465822016997
1000,5323.3851408011205
