episode,reward
1,-13.1252993095448
2,-12.72320426213091
3,-9.266259923280481
4,-6.536231411479549
5,-1.8083131024838188
6,-1.3361364698856995
7,-1.8468138293100713
8,-1.3407099280879906
9,-2.5389513334006044
10,-1.3118516396568887
11,-1.0122839678838582
12,-2.7460772590616416
13,-1.7449165792562198
14,-1.3509111810025387
15,-2.2856201663517854
16,-1.3937126694150483
17,-2.93364718960473
18,-2.520791923528342
19,-2.140459075239207
20,-1.882525790387086
21,-3.329623992495409
22,-1.7215099890435435
23,-1.9388180682319565
24,-0.036826812905923045
25,-1.9498432694779548
26,-2.8465099469879744
27,-2.249882291172132
28,-1.9319013806166594
29,-2.5703074776683486
30,-2.0721015511851437
31,-1.9201070159687328
32,-2.256518741427582
33,-2.388095605191341
34,-2.384175659669008
35,-1.3472661431639827
36,-2.6771382099696273
37,-2.184217445307672
38,-2.723301083117468
39,-2.3395876345081206
40,-3.48296426729574
41,-1.6082832843840102
42,-1.32506624379698
43,-1.961844729148897
44,-1.8452703562129193
45,-1.8870947281204442
46,-2.603139621188865
47,-0.08116160842086007
48,-1.7615821425525529
49,-2.0433636795866166
50,-2.0731423455395515
51,-2.161571782379609
52,-1.5772748762727962
53,-0.3589517983096564
54,-3.864809517071049
55,-1.7484921403163285
56,-3.3223356327637594
57,-2.969156675946585
58,-1.2345240347942206
59,-0.3943016202392846
60,-2.752929223686764
61,-2.4941178846430727
62,-1.8266651448805464
63,-4.018031353895498
64,-1.6694654222203325
65,-1.5439376142983527
66,-0.9642238810880925
67,-1.7106489136837357
68,-2.5962086252942247
69,-1.735387102270884
70,-2.1594106668221884
71,-1.6926911349727898
72,-0.7955544952809172
73,-3.113582844305333
74,-0.7587951561266405
75,-2.003293883421387
76,-1.391916188962486
77,-1.4872444846916466
78,-2.1097924131858843
79,-1.4016861933084481
80,-0.6310051246926456
81,-2.2731036579304083
82,-2.6534178408395537
83,-1.838409508681007
84,-1.7777881495522458
85,-2.846714019995067
86,-1.738760676635643
87,-3.662081810898641
88,-0.36225021220671805
89,-2.1966590741867886
90,-2.5894747589064724
91,-1.8492940770315234
92,-1.4811562886395149
93,-1.8131070406324035
94,-2.5784749169251953
95,-2.653942293617186
96,-1.2111085205147143
97,-1.4185761142438285
98,-2.528779875542149
99,-2.086520532025489
100,-1.6822357352559574
101,-1.242876149549663
102,-1.3333030564767738
103,-0.3892257869038208
104,-2.046742996600596
105,-2.159020595237138
106,-1.838048951843175
107,-0.5289741040998912
108,-1.4877534063064781
109,0.1576058178774158
110,0.041054796500087476
111,-0.055410045433442856
112,-0.8459720581278326
113,-1.453644821858856
114,-2.3698301881216404
115,-0.4668562920455318
116,-1.6742697428981195
117,-2.2073335934187104
118,-1.1047424152800192
119,0.22720311536315174
120,0.05876772320741663
121,-1.4551042138593693
122,-0.7252913951668817
123,-0.9217601198587352
124,-0.3256150277540504
125,-0.31329342106348324
126,-2.0589598018244453
127,-1.849064157528646
128,-1.9819894599744918
129,-2.0868293397122515
130,0.037817609095346705
131,-0.6021887583122807
132,-0.24891356704308742
133,-1.3051131732814987
134,-1.19145079569853
135,-0.1845416118026304
136,-1.5285295011747224
137,-1.963961358402012
138,0.15812982416759702
139,-1.6666530041538374
140,-1.8140778562238526
141,0.2351117238830105
